H2A Replication Dependent Metagene,H2B Replication Dependent Metagene,H3 Replication Dependent Metagene,H4 Replication Dependent Metagene,EEF-2,UNC-22,UNC-54 Non-Stop Reporter
blue,darkolivegreen,darkorange,red,hotpink,gold,indigo
